Property,Unit,Unit Type,Date Available,Bedrooms,Rent
rbha,647-3B,1bds,3/26/2009,1,0.00
rbha,238-2A,1bds,3/26/2009,1,0.00
rbha,1516-1A,1bds,3/26/2009,1,0.00
rbha,1516-1B,1bds,3/26/2009,1,0.00
rbha,320-2B,1bds,3/26/2009,1,0.00
rbha,320-3B,1bd,3/26/2009,1,0.00
rbha,245-1A,1bds,3/26/2009,1,0.00
rbha,245-2A,1bds,3/26/2009,1,0.00
rbha,128-2A,1bds,6/5/2009,1,0.00
rbha,181-1B,1bd,12/18/2014,0,520.50
baisley,205,BPP0@50,7/22/2025,0,784.00
baisley,214,BPP0@50,7/22/2025,0,784.00
baisley,416,BPP0@50,7/22/2025,0,784.00
baisley,427,BPP0@50,7/22/2025,0,784.00
baisley,723,BPP0@50,7/22/2025,0,784.00
baisley,810,BPP0@50,7/22/2025,0,784.00
baisley,908,BPP0@50,7/22/2025,0,784.00
baisley,1020,BPP0@50,7/22/2025,0,784.00
baisley,1108,BPP0@50,7/22/2025,0,784.00
baisley,203,BPP0@60,7/22/2025,0,996.00
baisley,208,BPP0@60,7/22/2025,0,996.00
baisley,210,BPP0@60,7/22/2025,0,996.00
baisley,216,BPP0@60,7/22/2025,0,996.00
baisley,220,BPP0@60,7/22/2025,0,996.00
baisley,226,BPP0@60,7/22/2025,0,996.00
baisley,229,BPP0@60,7/22/2025,0,996.00
baisley,303,BPP0@60,7/22/2025,0,996.00
baisley,304,BPP0@60,7/22/2025,0,996.00
baisley,307,BPP0@60,7/22/2025,0,996.00
baisley,310,BPP0@60,7/22/2025,0,996.00
baisley,314,BPP0@60,7/22/2025,0,996.00
baisley,320,BPP0@60,7/22/2025,0,996.00
baisley,327,BPP0@60,7/22/2025,0,996.00
baisley,403,BPP0@60,7/22/2025,0,996.00
baisley,407,BPP0@60,7/22/2025,0,996.00
baisley,408,BPP0@60,7/22/2025,0,996.00
baisley,410,BPP0@60,7/22/2025,0,996.00
baisley,420,BPP0@60,7/22/2025,0,996.00
baisley,510,BPP0@60,7/22/2025,0,996.00
baisley,514,BPP0@60,7/22/2025,0,996.00
baisley,520,BPP0@60,7/22/2025,0,996.00
baisley,522,BPP0@60,7/22/2025,0,996.00
baisley,523,BPP0@60,7/22/2025,0,996.00
baisley,527,BPP0@60,7/22/2025,0,996.00
baisley,604,BPP0@60,7/22/2025,0,996.00
baisley,607,BPP0@60,7/22/2025,0,996.00
baisley,610,BPP0@60,7/22/2025,0,996.00
baisley,614,BPP0@60,7/22/2025,0,996.00
baisley,620,BPP0@60,7/22/2025,0,996.00
baisley,623,BPP0@60,7/22/2025,0,996.00
baisley,627,BPP0@60,7/22/2025,0,996.00
baisley,703,BPP0@60,7/22/2025,0,996.00
baisley,707,BPP0@60,7/22/2025,0,996.00
baisley,708,BPP0@60,7/22/2025,0,996.00
baisley,710,BPP0@60,7/22/2025,0,996.00
baisley,714,BPP0@60,7/22/2025,0,996.00
baisley,716,BPP0@60,7/22/2025,0,996.00
baisley,803,BPP0@60,7/22/2025,0,996.00
baisley,804,BPP0@60,7/22/2025,0,996.00
baisley,827,BPP0@60,7/22/2025,0,996.00
baisley,920,BPP0@60,7/22/2025,0,996.00
baisley,922,BPP0@60,7/22/2025,0,996.00
baisley,923,BPP0@60,7/22/2025,0,996.00
baisley,1008,BPP0@60,7/22/2025,0,996.00
baisley,1014,BPP0@60,7/22/2025,0,996.00
baisley,1016,BPP0@60,7/22/2025,0,996.00
baisley,1023,BPP0@60,7/22/2025,0,996.00
baisley,1103,BPP0@60,7/22/2025,0,996.00
baisley,1104,BPP0@60,7/22/2025,0,996.00
baisley,1107,BPP0@60,7/22/2025,0,996.00
baisley,1114,BPP0@60,7/22/2025,0,996.00
baisley,1203,BPP0@60,7/22/2025,0,996.00
baisley,1207,BPP0@60,7/22/2025,0,996.00
baisley,1208,BPP0@60,7/22/2025,0,996.00
baisley,628,BPP1@60,7/22/2025,1,"1,244.00"
baisley,828,BPP1@60,7/22/2025,1,"1,244.00"
baisley,624,BPP2@60,7/22/2025,2,"1,493.00"
baisley,224,BPPSUPER,7/22/2025,3,0.00
baisley,212,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,213,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,219,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,221,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,301,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,306,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,311,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,317,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,318,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,321,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,405,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,406,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,409,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,411,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,412,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,413,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,415,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,419,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,421,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,422,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,426,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,429,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,512,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,518,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,519,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,526,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,529,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,601,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,605,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,613,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,615,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,618,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,621,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,629,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,711,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,713,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,717,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,718,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,719,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,801,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,805,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,809,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,816,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,901,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,917,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,918,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,921,BPP0@50,7/22/2025,0,"2,335.00"
baisley,926,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,929,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1005,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1012,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1013,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1018,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1029,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1106,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1113,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1119,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1129,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1201,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1205,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1211,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1213,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1215,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1217,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1218,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1221,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,1222,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,202,BPPHMLS1,7/22/2025,1,"2,387.00"
baisley,222,BPPHMLS1,7/22/2025,1,"2,387.00"
baisley,302,BPPHMLS1,7/22/2025,1,"2,387.00"
baisley,402,BPPHMLS1,7/22/2025,1,"2,387.00"
baisley,425,BPPHMLS1,7/22/2025,1,"2,387.00"
baisley,525,BPPHMLS1,7/22/2025,1,"2,387.00"
baisley,825,BPPHMLS1,7/22/2025,1,"2,387.00"
baisley,424,BPPHMLS2,7/22/2025,2,"2,696.00"
baisley,724,BPPHMLS2,7/22/2025,2,"2,696.00"
baisley,924,BPPHMLS2,7/22/2025,2,"2,696.00"
baisley,1124,BPPHMLS2,7/22/2025,2,"2,696.00"
baisley,206,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,209,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,211,BPPHMLS0,7/22/2025,0,"2,335.00"
baisley,616,BPPHMLS0,7/22/2025,0,"2,335.00"
135mena,135-1L,1bed60%,8/30/2024,1,484.50
alliance,63-2A,supers,3/28/2025,2,0.00
alliance,63-2B,BAPBV140,3/28/2025,1,"2,794.00"
alliance,63-2E,BAPBV230,3/28/2025,2,"2,587.00"
alliance,63-3B,BAPBV140,3/28/2025,1,"2,304.00"
1601dek,312,1deka120,12/9/2025,1,"2,910.00"
1601dek,401,3dekal40,12/9/2025,3,"1,346.00"
1601dek,402,1deka120,12/9/2025,1,"2,910.00"
1601dek,403,2dekal40,12/9/2025,2,"1,751.00"
1601dek,404,0deka120,12/9/2025,0,"2,319.00"
1601dek,405,1dekal50,12/9/2025,1,"1,532.00"
1601dek,406,0deka120,12/9/2025,0,"2,319.00"
1601dek,407,0dekal80,12/9/2025,1,"1,760.00"
1601dek,408,2dekal80,12/9/2025,2,"2,636.00"
1601dek,409,1dekal60,12/9/2025,1,"1,532.00"
1601dek,410,1dekal60,12/9/2025,1,"1,532.00"
1601dek,411,1deka120,12/9/2025,1,"2,910.00"
1601dek,412,1dekaM40,12/9/2025,1,996.00
1601dek,501,3deka120,12/9/2025,3,"4,000.00"
1601dek,502,1dekal60,12/9/2025,1,"1,532.00"
1601dek,503,2dekal60,12/9/2025,2,"1,751.00"
1601dek,504,0deka120,12/9/2025,0,"2,319.00"
1601dek,505,1deka120,12/9/2025,1,"2,910.00"
1601dek,506,0deka120,12/9/2025,0,"2,319.00"
1601dek,507,0deka120,12/9/2025,0,"2,319.00"
1601dek,508,1dekaM40,12/9/2025,1,996.00
1601dek,613,3dekal80,12/9/2025,3,"3,031.00"
1601dek,614,1deka120,12/9/2025,1,"2,910.00"
1601dek,615,2dekal60,12/9/2025,2,"1,751.00"
1601dek,616,0deka120,12/9/2025,0,"2,319.00"
1601dek,617,1dekal60,12/9/2025,1,"1,532.00"
1601dek,618,0deka120,12/9/2025,0,"2,319.00"
1601dek,619,0deka120,12/9/2025,0,"2,319.00"
1601dek,620,1deka120,12/9/2025,1,"2,910.00"
1601dek,701,3deka120,12/9/2025,3,"4,000.00"
1601dek,702,1dekal60,12/9/2025,1,"1,532.00"
1601dek,703,2dekal60,12/9/2025,2,"1,751.00"
1601dek,704,0deka120,12/9/2025,0,"2,319.00"
1601dek,705,1deka120,12/9/2025,1,"2,910.00"
1601dek,801,3deka120,12/9/2025,3,"4,000.00"
1601dek,802,1deka120,12/9/2025,1,"2,910.00"
1601dek,803,2dekal50,12/9/2025,2,"1,751.00"
1601dek,901,3deka120,12/9/2025,3,"4,000.00"
1601dek,902,1deka120,12/9/2025,1,"2,910.00"
1601dek,903,2dekal50,12/9/2025,2,"1,751.00"
1601dek,201,3dekal80,12/9/2025,3,"3,031.00"
1601dek,203,2dekal40,12/9/2025,2,"1,751.00"
1601dek,116,2dekal60,12/9/2025,2,"1,751.00"
1601dek,213,3deka120,12/9/2025,3,"4,000.00"
1601dek,214,1dekal50,12/9/2025,1,"1,532.00"
1601dek,215,2dekal60,12/9/2025,2,"1,751.00"
1601dek,216,0deka120,12/9/2025,0,"2,319.00"
1601dek,217,1dekal60,12/9/2025,1,"1,532.00"
1601dek,218,0dekal40,12/9/2025,0,788.00
1601dek,219,0dekal80,12/9/2025,0,"1,760.00"
1601dek,220,1dekaM40,12/9/2025,1,966.00
1601dek,313,3dekal80,12/9/2025,3,"3,031.00"
1601dek,314,1dekal60,12/9/2025,1,"1,532.00"
1601dek,315,2dekal60,12/9/2025,2,"1,751.00"
1601dek,316,0deka120,12/9/2025,0,"2,319.00"
1601dek,317,1dekaM40,12/9/2025,1,996.00
1601dek,318,0dekal80,12/9/2025,0,"1,760.00"
1601dek,320,1dekal60,12/9/2025,1,"1,532.00"
1601dek,413,3dekal40,12/9/2025,3,"1,346.00"
1601dek,414,1dekal60,12/9/2025,1,"1,532.00"
1601dek,416,0deka120,12/9/2025,0,"2,319.00"
1601dek,417,1dekal40,12/9/2025,1,"1,532.00"
1601dek,418,0dekal80,12/9/2025,0,"1,760.00"
1601dek,419,0dekal80,12/9/2025,0,"1,760.00"
1601dek,420,1dekal60,12/9/2025,1,"1,532.00"
1601dek,513,3dekal40,12/11/2025,3,"1,346.00"
1601dek,514,1dekal60,12/11/2025,1,"1,532.00"
1601dek,515,2dekal60,12/11/2025,2,"1,751.00"
1601dek,516,0deka120,12/11/2025,0,"2,319.00"
1601dek,517,1deka120,12/11/2025,1,"2,910.00"
1601dek,518,0deka120,12/11/2025,0,"2,319.00"
1601dek,519,0deka120,12/11/2025,0,"2,319.00"
1601dek,520,1deka120,12/11/2025,1,"2,910.00"
1601dek,601,3deka120,12/11/2025,3,"4,000.00"
1601dek,602,1dekal60,12/11/2025,1,"1,532.00"
1601dek,603,2dekal60,12/11/2025,2,"1,751.00"
1601dek,604,0deka120,12/11/2025,0,"2,319.00"
1601dek,605,1deka120,12/11/2025,1,"2,910.00"
1601dek,606,0deka120,12/11/2025,0,"2,319.00"
1601dek,607,0deka120,12/11/2025,0,"2,319.00"
1601dek,608,1deka120,12/11/2025,1,"3,031.00"
1601dek,713,3deka120,12/11/2025,3,"4,000.00"
1601dek,714,1dekal60,12/11/2025,1,"1,532.00"
1601dek,715,2dekaM40,12/11/2025,2,"1,178.00"
1601dek,716,0dekal80,12/11/2025,0,"1,760.00"
1601dek,717,1dekal60,12/11/2025,1,"1,532.00"
1601dek,813,3deka120,12/11/2025,3,"4,000.00"
1601dek,814,1deka120,12/11/2025,1,"2,910.00"
1601dek,815,2dekal80,12/11/2025,2,"2,636.00"
1601dek,913,3deka120,12/11/2025,3,"4,000.00"
1601dek,915,2deka120,12/11/2025,2,"3,475.00"
1601dek,101,3dekal40,12/9/2025,3,"1,346.00"
1601dek,103,2dekal60,12/9/2025,2,"1,751.00"
1601dek,104,2dekal40,12/9/2025,2,"1,751.00"
1601dek,108,2dekal50,12/9/2025,2,"1,751.00"
1601dek,109,1dekal60,12/9/2025,1,"1,532.00"
1601dek,110,1dekal50,12/9/2025,1,"1,532.00"
1601dek,111,1dekal60,12/9/2025,1,"1,532.00"
1601dek,112,0dekal40,12/9/2025,0,788.00
1601dek,113,3dekal80,12/9/2025,3,"3,031.00"
1601dek,114,1dekal60,12/9/2025,1,"1,532.00"
1601dek,115,2dekal60,12/9/2025,2,"1,751.00"
1601dek,204,0dekal80,12/9/2025,0,"1,760.00"
1601dek,205,1dekal40,12/9/2025,1,"1,532.00"
1601dek,207,0dekal80,12/9/2025,0,"1,760.00"
1601dek,208,2dekaM40,12/9/2025,2,"1,178.00"
1601dek,209,1dekal60,12/9/2025,1,"1,532.00"
1601dek,210,1dekal60,12/9/2025,1,"1,532.00"
1601dek,211,1dekal80,12/9/2025,1,"2,211.00"
1601dek,212,1dekal60,12/9/2025,1,"1,532.00"
1601dek,301,3deka120,12/9/2025,3,"4,000.00"
1601dek,303,supers,12/9/2025,2,0.00
1601dek,304,0dekal80,12/9/2025,0,"1,760.00"
1601dek,305,1dekal50,12/9/2025,1,"1,532.00"
1601dek,306,0deka120,12/9/2025,0,"2,319.00"
1601dek,307,0dekal80,12/9/2025,0,"1,760.00"
1601dek,308,2dekal60,12/9/2025,2,"1,751.00"
1601dek,309,1deka120,12/9/2025,1,"2,910.00"
1601dek,310,1dekal60,12/9/2025,1,"1,532.00"
1601dek,102,1dekal40,12/8/2025,1,"1,532.00"
baisley,417,BPPHMLS0,7/14/2025,0,"2,335.00"
baisley,508,BPP0@60,11/7/2025,0,996.00
baisley,821,BPPHMLS0,7/15/2025,0,"2,335.00"
420stock,1C,4202b60,,2,931.88
420stock,1D,4201b60,,1,621.52
420stock,1E,4202b60,,2,871.71
420stock,1F,4201b60,,1,762.19
420stock,1H,4202b60,,2,909.00
420stock,420-2A,420super,1/5/2026,2,0.00
420stock,2B,4201b60,,1,846.64
420stock,2C,4202b60,,2,987.98
420stock,2D,4201b60,,1,751.09
420stock,2E,4201b60,,1,740.07
420stock,2F,4202b60,,2,816.00
420stock,2H,4202b60,,2,"1,045.58"
420stock,3A,4202b60,,2,886.04
420stock,3B,4201b60,6/30/2026,1,700.10
420stock,3C,4202b60,,2,"1,000.73"
420stock,3D,4201b60,,1,696.69
420stock,3G,4201b60,,1,747.20
420stock,3I,4202b60,,2,871.70
420stock,4E,4201b60,,1,613.49
420stock,4F,4202b60,,2,903.30
420stock,4I,4202b60,,2,"1,064.11"
melrose,1C,ms3b50,,3,875.71
melrose,1E,ms2b30,,2,462.46
melrose,1F,ms1b50,,1,570.46
melrose,2C,ms3b50,,3,909.60
melrose,2E,ms2b60,,2,814.28
melrose,2F,ms2b30,,2,390.64
melrose,2G,supers,,3,"2,228.00"
melrose,3B,ms2b50,4/15/2025,2,784.99
melrose,3D,ms3b60,,3,"1,037.40"
melrose,3E,ms2b60,,2,260.00
melrose,3H,ms3b60,,3,"1,093.09"
melrose,4B,ms2b60,,2,887.55
melrose,4D,ms3b60,,3,"1,081.55"
renest,1M,re2b50,,2,"1,218.15"
renest,2B,re1b50VI,,1,998.08
renest,2D,re1b50VI,,1,207.00
renest,2F,re3b60,,3,"1,039.69"
renest,2G,re2b50HI,,2,"1,147.73"
renest,2H,re2b50,,2,650.47
renest,2I,re2b50,,2,599.52
renest,2J,re2b50,,2,805.35
renest,2K,re2b50,,2,650.47
renest,2L,2b60,,2,935.85
renest,2M,2b60,,2,898.49
renest,3A,re3b50HI,,3,726.50
renest,3B,re1b50,,1,582.08
renest,3C,re1b50,,1,512.01
renest,3E,re1b50,,1,"1,112.05"
renest,3G,re2b50,1/5/2026,2,740.89
renest,3H,re2b50,,2,650.47
renest,3I,re2b50,,2,650.47
renest,3J,re2b60,,2,793.65
renest,3K,re2b50,,2,650.47
renest,3L,re2b50,,2,650.47
renest,4B,re1b60,,1,644.43
renest,4C,re1b50,,1,493.13
renest,4D,re1b50,12/9/2025,1,493.69
renest,4F,re3B50,,3,833.41
renest,4G,re2b60,,2,788.76
renest,4H,re2b50,,2,650.47
renest,4I,re2b50,,2,599.52
renest,4J,re2b60,,2,794.59
renest,4L,2b60,,2,935.85
renest,4M,2b60,,2,913.20
renest,5A,re3b60,,3,958.24
renest,5C,re1b50,,1,632.04
renest,5E,1bed50%,,1,608.06
renest,5F,re3b60,,3,"1,036.04"
renest,5G,re2b60,,2,793.65
renest,5H,2b60,,2,872.36
renest,5I,re2b50,,2,805.34
renest,5J,re2b50,,2,706.93
renest,5K,re2b50,,2,650.47
renest,5L,re2b60,,2,782.55
renest,5M,re2b50,,2,650.47
renest,6E,re1b50,,1,512.01
renest,6F,re3B50,,3,766.84
renest,6G,re2b50,,2,599.52
renest,6H,re2b60,,2,782.55
rheing,555-2A,rg2b50,,2,737.18
rheing,555-2B,rg2b50,,2,622.45
rheing,555-2D,rg3b50,,3,961.83
rheing,555-2E,rg2b60,,2,808.86
rheing,555-3A,rg1b50HI,,1,702.64
rheing,555-3B,rg2b60,,2,982.62
rheing,555-3D,rg3b50,,3,769.80
rheing,555-3E,rg2b50,,2,658.24
rheing,555-3F,rg2b50,,2,622.45
rheing,555-3H,rg3b50,,3,869.51
rheing,555-3I,rg3b50,,3,769.80
rheing,555-4B,rg2b60,,2,799.88
rheing,555-4C,rg3b60,,3,918.22
rheing,555-4D,rg3b50HI,,3,769.80
rheing,555-4E,rg2b50,,2,622.45
rheing,555-4F,rg2b50,,2,658.21
rheing,555-4G,2bed50%,,2,929.00
rheing,555-4H,rg3b50,,3,846.97
rheing,555-4I,rg3b60,,3,"1,085.88"
rheing,555-5A,rg1b60,,1,624.77
rheing,555-5B,2bed50%,,2,516.01
rheing,555-5C,rg3b60,,3,240.74
rheing,555-5D,rg3b60,,3,942.74
rheing,555-5F,rg2b60,,2,905.43
rheing,555-5H,rg3b50,,3,769.80
rheing,555-5I,rg3b60,,3,"1,013.47"
rheing,555-6A,rg1b60,,1,624.77
rheing,555-6B,rg2b60,,2,808.86
rheing,555-6C,rg3b50,,3,861.89
rheing,555-6D,rg3b60,,3,928.29
rheing,555-6E,2bed50%,,2,905.43
rheing,555-6F,rg2b60,,2,948.62
rheing,555-6H,rg3b60,,3,306.00
rheing,555-6I,rg3b60,,3,"1,278.03"
melrose,1A,ms1b30,,1,389.79
melrose,1D,ms3b50,,3,845.72
rheing,533-2B,rg3b60,,3,"1,027.43"
rheing,533-2C,rg1b50,,1,524.36
rheing,533-2D,rg2b60,,2,808.86
rheing,533-2F,rg3b60,,3,942.74
rheing,533-2G,2bed50%,,2,631.86
rheing,533-2H,rg2b60,,2,942.31
rheing,533-2I,rg2b50,,2,725.64
rheing,533-3A,rg2b50,,2,658.24
rheing,533-3B,rg3b50,,3,729.67
rheing,533-3D,rg2b50,,3,740.02
rheing,533-3E,rg3b50HI,,3,769.80
rheing,533-3F,rg3b60,,3,935.46
rheing,533-3H,rg2b60,,2,971.33
rheing,533-3I,rg2b60,,2,658.24
rheing,533-3J,rg2b50,,2,658.24
rheing,533-4B,rg3b50,,3,848.62
rheing,533-4C,rg1b60HI,,1,722.69
rheing,533-4D,rg2b60,,2,937.94
rheing,533-4E,rg3b50,,3,933.30
rheing,533-4F,rg3b50,,3,769.80
rheing,533-4G,rg2b60,,2,808.86
rheing,533-4H,rg2b60HI,,2,808.86
rheing,533-4J,rg2b50,,2,658.24
rheing,533-5B,rg3b60,,3,"1,154.79"
rheing,533-5C,rg1b60HI,,1,624.77
rheing,533-5E,rg3b60,,3,"1,088.39"
rheing,533-5F,rg3b60HI,,3,615.74
rheing,533-5G,rg2b50,,2,733.62
rheing,533-5H,rg2b50,,2,658.24
rheing,533-6A,rg2b60,,2,808.86
rheing,533-6B,rg3b50,,3,925.70
rheing,533-6E,rg3b60,,3,942.74
rheing,533-6F,rg3b50,,3,848.63
rheing,533-6G,rg2b50HI,,2,606.23
rheing,533-6H,rg2b60,,2,808.86
rheing,533-6I,rg2b60,,2,"1,003.96"
rheing,533-6J,rg2b50,,2,658.24
melrose,3G,ms3b50,,3,771.98
melrose,3F,ms2b60,,2,860.51
melrose,2B,ms2b60,,2,348.00
melrose,2D,ms3b50,,3,771.98
melrose,2H,ms3b50,,3,771.98
melrose,6D,ms2b60,,2,814.28
melrose,4G,ms3b60,,3,951.75
melrose,4H,ms3b60,,3,"1,243.27"
melrose,5D,ms2b50,,2,753.23
melrose,5F,ms2b60,,2,814.28
melrose,5G,ms2b60,,2,814.28
melrose,6E,ms2b60,,2,907.52
melrose,6F,ms2b50,,2,742.64
rheing,533-2E,rg3b50,,3,928.11
troutev2,1D,trev1bed,5/29/2026,1,"1,005.00"
troutev2,1F,trev1bed,,1,"1,005.00"
troutev2,2G,trev1bed,,1,"1,005.00"
troutev2,2J,trev1bed,,1,"1,005.00"
troutev2,2N,trev1bed,,1,"1,005.00"
troutev2,3D,trev1bed,,1,"1,005.00"
troutev2,3F,trev1bed,,1,"1,005.00"
troutev2,3H,trev1bed,,1,"1,005.00"
troutev2,3J,trev1bed,,1,"1,005.00"
troutev2,3K,trev1bed,,1,"1,005.00"
troutev2,3N,trev1bed,,1,"1,005.00"
troutev2,3O,trev1bed,,1,"1,005.00"
troutev2,4B,trev1bed,,1,"1,005.00"
troutev2,4C,trev1bed,,1,"1,005.00"
troutev2,4D,trev1bed,,1,"1,005.00"
troutev2,4J,trev1bed,,1,"1,005.00"
troutev2,4L,trev1bed,,1,"1,005.00"
troutev2,4O,trev1bed,,1,"1,005.00"
troutev2,5D,trev1bed,,1,"1,005.00"
troutev2,5E,trev1bed,,1,"1,005.00"
troutev2,5G,trev1bed,,1,"1,005.00"
troutev2,5J,trev1bed,,1,"1,005.00"
troutev2,5K,trev1bed,,1,"1,005.00"
troutev2,5N,trev1bed,,1,"1,005.00"
troutev2,5O,trev1bed,,1,"1,005.00"
troutev2,6C,trev1bed,,1,"1,005.00"
troutev2,6G,trev1bed,,1,"1,005.00"
troutev2,6K,trev1bed,,1,"1,005.00"
troutev2,6L,trev1bed,,1,"1,005.00"
troutev2,6M,trev1bed,,1,"1,005.00"
gtsgrd2,1D,gtsg1b,,1,961.00
gtsgrd2,2I,gtsg1b,,1,961.00
gtsgrd2,2K,gtsg1b,,1,961.00
gtsgrd2,3A,gtsg1b,,1,961.00
gtsgrd2,3J,gtsg1b,,1,961.00
gtsgrd2,3L,gtsg1b,,1,961.00
gtsgrd2,4A,gtsg1b,,1,961.00
gtsgrd2,4D,gtsg1b,,1,961.00
gtsgrd2,4J,gtsg1b,,1,961.00
gtsgrd2,4K,gtsg1b,,1,961.00
gtsgrd2,5F,gtsg1b,,1,961.00
gtsgrd2,6G,gtsg1b,,1,961.00
gtsgrd2,6C,gtsg1b,2/28/2026,1,961.00
plazanc2,1B,plaza0b,,0,757.00
plazanc2,2D,plaza0b,,0,757.00
plazanc2,2F,plaza01,,1,757.00
plazanc2,2I,plaza01,,1,757.00
plazanc2,2J,plaza0b,,0,757.00
plazanc2,3A,plaza01,,1,757.00
plazanc2,3M,plaza01,4/9/2026,1,757.00
plazanc2,4B,plaza01,,1,757.00
plazanc2,4H,plaza01,,1,757.00
plazanc2,5B,plaza01,,1,757.00
plazanc2,5M,plaza01,,1,757.00
plazanc2,7F,plaza01,,1,757.00
plazanc2,8H,plaza01,,1,757.00
gdwnpl2,1F,gdwn1b,,1,"2,004.00"
gdwnpl2,2B,gdwn1b,,1,"2,004.00"
gdwnpl2,3E,gdwn1b,,1,"2,004.00"
gdwnpl2,3G,gdwn1b,,1,"2,004.00"
gdwnpl2,4K,gdwn1b,,1,"2,004.00"
gdwnpl2,6G,gdwn1b,,1,"2,004.00"
gdwnpl2,6J,gdwn0b,,0,"1,784.00"
gdwnpl2,6N,gdwn1b,,1,"2,004.00"
gdwnpl2,7D,gdwn1b,,1,"2,004.00"
gdwnpl2,7N,gdwn1b,,1,"2,004.00"
gdwnpl2,7R,gdwn0b,,0,"1,784.00"
gdwnpl2,5F,gdwn1b,,1,"2,004.00"
cfbn2,2B,cfbc1b,,1,"2,005.00"
cfbn2,2F,cfbc0b,,0,"1,793.00"
cfbn2,2G,cfbc1b,,1,"2,005.00"
cfbn2,2H,cfbc1b,,1,"2,005.00"
cfbn2,3G,cfbc1b,,1,"2,005.00"
cfbn2,5M,cfbc1b,,1,"2,005.00"
cfbn2,5N,cfbc1b,,1,"2,005.00"
cfbn2,4H,cfbc1b,,1,"2,005.00"
cfbn2,4M,cfbc1b,,1,"2,005.00"
cfbn2,5A,cfbc0b,,0,"1,793.00"
